date,ticker,sector,open,high,low,close,volume,source,return_1d,return_5d,return_20d,close_norm_20d,rsi_14_norm,macd_diff_norm,bb_pband,volume_ratio_20d,atr_norm,sentiment_score,news_count,sentiment_score_3d,news_count_3d,positive_count,negative_count,neutral_count,positive_count_3d,negative_count_3d,neutral_count_3d,label
2023-10-02,AAPL,Technology,169.08,172.12,168.79,171.58,52164500,yfinance,0.0148459218075354,-0.0132275132275131,,,0.4482758620689659,,,,0.019324596606331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007751486187201378
2023-10-03,AAPL,Technology,170.11,171.46,168.69,170.25,49594600,yfinance,-0.0077514861872013,0.0025911312643542,,,0.4623200677392041,,,,0.0193161317390392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007283406754772447
2023-10-04,AAPL,Technology,168.95,172.03,168.83,171.49,53020300,yfinance,0.0072834067547724,0.018954248366013,,,0.4561027837259105,,,,0.0194721891322275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007172429879293193
2023-10-05,AAPL,Technology,171.62,173.26,170.52,172.72,48527900,yfinance,0.0071724298792932,0.0246796392975794,,,0.4979044425817268,,,,0.0193748759346257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01476377952755912
2023-10-06,AAPL,Technology,171.63,175.77,171.02,175.27,57266700,yfinance,0.014763779527559,0.0366712012775773,,,0.4897785349233393,,,,0.0192682310557588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00844411479431728
2023-10-09,AAPL,Technology,174.6,176.81,173.6,176.75,42390800,yfinance,0.0084441147943172,0.0301317169833312,,1.717566797359888,0.4983249581239529,,0.9293916993399728,0.6887256727763448,0.0194059405940593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003338048090523357
2023-10-10,AAPL,Technology,175.87,177.47,175.73,176.16,43698000,yfinance,-0.0033380480905234,0.0347136563876651,0.0118322802986789,1.3775038258075305,0.5682903533906395,,0.8443759564518821,0.7379423856776559,0.0184572466588815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007890554041780283
2023-10-11,AAPL,Technology,175.97,177.6,175.38,177.55,47551100,yfinance,0.0078905540417801,0.035337337454079,0.0320874266116375,1.6747923642267544,0.6392496392496396,,0.918698091056689,0.8287027407467371,0.0182363117029408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005068994649394408
2023-10-12,AAPL,Technology,177.82,180.06,176.8,178.45,56743100,yfinance,0.0050689946493944,0.0331750810560445,0.0282931888901694,1.751879363022996,0.6401151631477923,,0.9379698407557496,0.9924888753392582,0.0182043789777048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010254973381899603
2023-10-13,AAPL,Technology,179.15,179.66,175.91,176.62,51427100,yfinance,-0.0102549733818996,0.00770240200833,0.02198819581067,1.0529442455923346,0.5640186915887854,,0.7632360613980839,0.9474251629163918,0.0187812414060856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007360434831842115
2023-10-16,AAPL,Technology,174.54,176.84,174.3,176.49,52517000,yfinance,-0.0007360434831842,-0.0014710042432813,0.0042105263157894,0.98905881193818,0.6912943871706763,,0.7472647029845456,0.9808217110900442,0.0180584897566029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008782367272933375
2023-10-17,AAPL,Technology,174.44,176.19,172.62,174.94,57549400,yfinance,-0.0087823672729333,-0.0069255222524977,-0.0106882316349036,0.5406135731782908,0.6897142857142853,,0.6351533932945728,1.0690952007156604,0.0181899100099625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007431119240882653
2023-10-18,AAPL,Technology,173.39,175.36,172.92,173.64,54764400,yfinance,-0.0074311192408826,-0.0220219656434808,0.0019619157530292,0.1121842073421507,0.637001078748651,,0.5280460518355378,1.0208398827768828,0.0175403955638924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021308454273207566
2023-10-19,AAPL,Technology,173.84,175.62,173.0,173.27,59302900,yfinance,-0.0021308454273207,-0.0290277388624263,0.008791336748952,-0.0328951990187658,0.6141304347826091,,0.4917762002453085,1.109417134568056,0.0175448721648294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014716915796156353
2023-10-20,AAPL,Technology,173.12,173.23,170.48,170.72,64244000,yfinance,-0.0147169157961563,-0.0334050503906692,-0.0109495394241354,-0.8229166353815721,0.476681127982646,,0.2942708411546073,1.1934601194296084,0.017581001472754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007029053420806265
2023-10-23,AAPL,Technology,168.77,171.84,167.81,170.84,55980100,yfinance,0.0007029053420806,-0.0320131452206924,-0.0174833218311478,-0.7258019058518741,0.5171213000580385,,0.3185495235370312,1.0305538038606303,0.0180452888249657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002516974947319169
2023-10-24,AAPL,Technology,170.89,171.5,169.31,171.27,43816600,yfinance,0.002516974947319,-0.0209786212415684,0.0085978446499028,-0.6245390066364676,0.4933008526187576,,0.3438652483408828,0.8223560056822415,0.0175787603533268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013487475915221592
2023-10-25,AAPL,Technology,169.73,170.9,168.52,168.96,57157000,yfinance,-0.0134874759152215,-0.0269523151347614,0.0039215686274509,-1.4064288555431634,0.3925714285714289,,0.1483927861142097,1.082651195079702,0.0178233225108225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0246212121212121
2023-10-26,AAPL,Technology,168.24,169.24,163.6,164.8,70625300,yfinance,-0.0246212121212121,-0.0488832458013505,-0.0223065970574275,-2.415243306250478,0.226059654631083,,-0.1038108265626198,1.3198500208231736,0.0186589805825243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008009708737864036
2023-10-27,AAPL,Technology,164.82,166.85,164.75,166.12,58499100,yfinance,0.0080097087378641,-0.0269447047797563,-0.0174483941562665,-1.8624893595884149,0.2195250659630606,-0.0067680326567082,0.0343776601028969,1.0864957734199856,0.0180334353823398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012280279316156946
2023-10-30,AAPL,Technology,166.91,169.03,166.76,168.16,51131000,yfinance,0.0122802793161569,-0.0156871926949192,-0.0199323930528034,-1.2095224623894851,0.3039215686274507,-0.0057353196350278,0.1976193844026291,0.9505613649444732,0.0183116419736305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002854424357754459
2023-10-31,AAPL,Technology,167.23,168.76,165.8,168.64,44846000,yfinance,0.0028544243577544,-0.0153558708472004,-0.0094566813509545,-1.0420553895006437,0.2714212416623898,-0.0046109724787433,0.2394861526248392,0.8374151236282487,0.0185729533748983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018738140417457454
2023-11-01,AAPL,Technology,168.86,172.05,167.99,171.8,56934900,yfinance,0.0187381404174573,0.0168087121212121,0.001807685579334,-0.2237199901472652,0.3471264367816097,-0.0023911780255277,0.4440700024631837,1.059281149916035,0.0185639447862963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020663562281722832
2023-11-02,AAPL,Technology,173.33,175.56,173.27,175.35,77334800,yfinance,0.0206635622817228,0.0640169902912619,0.015226956924502,0.6594465382571925,0.4729441840647633,0.0004297784078305,0.6648616345642984,1.4012728812725517,0.0181921870544625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005189620758483015
2023-11-03,AAPL,Technology,172.06,174.61,171.18,174.44,79829200,yfinance,-0.005189620758483,0.0500842764266795,-0.0047355508643807,0.4382485748179292,0.4577319587628864,0.0018692162005191,0.6095621437044825,1.417495115603452,0.0189545320535919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014618206833295181
2023-11-06,AAPL,Technology,174.18,177.19,174.01,176.99,63841300,yfinance,0.0146182068332951,0.0525095147478593,0.0013578500707214,1.092200944777337,0.5405940594059409,0.0035940524423389,0.7730502361943342,1.112419032607206,0.0184029767622061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01446409401661112
2023-11-07,AAPL,Technology,176.94,180.16,176.73,179.55,70530000,yfinance,0.0144640940166111,0.0646940227703987,0.0192438692098093,1.620223486054894,0.6114673708034709,0.005381707389742,0.9050558715137236,1.200894617964229,0.0185344313163862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005903648008911179
2023-11-08,AAPL,Technology,180.07,181.16,179.32,180.61,49340300,yfinance,0.0059036480089111,0.0512805587892899,0.0172345818079413,1.7475041921923036,0.6349264705882353,0.0066100386747508,0.9368760480480762,0.8388258040221401,0.0181171743377601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026576601517082007
2023-11-09,AAPL,Technology,180.67,181.82,179.54,180.13,53763500,yfinance,-0.0026576601517082,0.0272597661819218,0.0094144017932193,1.5732457586855209,0.6872264226024669,0.006906917275495,0.8933114396713797,0.9163447553373052,0.0179632170416603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02320546272136794
2023-11-10,AAPL,Technology,181.91,184.48,181.48,184.31,66133400,yfinance,0.023205462721368,0.0565810593900482,0.0435398029668214,2.1494334245690183,0.7307297019527234,0.0080042752026266,1.037358356142255,1.1132255267518092,0.0176798406411558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008572513699745063
2023-11-13,AAPL,Technology,183.74,183.95,182.15,182.73,43627500,yfinance,-0.008572513699745,0.0324312108028701,0.0353561108278088,1.654016052845679,0.6888595912986152,0.0078622005427373,0.9135040132114204,0.7399190011080765,0.0178209849035657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014283368904941793
2023-11-14,AAPL,Technology,185.6,186.0,184.21,185.34,60108400,yfinance,0.0142833689049417,0.0322472848788637,0.0594489539270608,1.852169819505166,0.7672976501305478,0.0080669790275845,0.9630424548762918,1.01722637747854,0.0177704296351107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030754289414049486
2023-11-15,AAPL,Technology,185.75,187.38,185.68,185.91,53790500,yfinance,0.003075428941405,0.0293449975084434,0.0706634416033171,1.6995213837631218,0.890203327171903,0.0079489859399389,0.9248803459407802,0.9110580827579924,0.0163327877544433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009036630627723129
2023-11-16,AAPL,Technology,187.45,188.82,186.54,187.59,54412900,yfinance,0.0090366306277231,0.0414145339477045,0.0826455820395912,1.705447286667595,0.8916453848960225,0.0078965772121005,0.9263618216668984,0.9254321075001926,0.0164949395718626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010661549123093039
2023-11-17,AAPL,Technology,188.12,188.25,186.46,187.57,50922700,yfinance,-0.0001066154912309,0.0176875915577017,0.0986996251171508,1.5048510911795745,0.882237101220952,0.0073885275513271,0.8762127727948936,0.875995646057691,0.0160701909382401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009276536759609795
2023-11-20,AAPL,Technology,187.76,189.76,187.75,189.31,46505100,yfinance,0.0092765367596097,0.036009412794834,0.1081128541325215,1.537398229080137,0.8878048780487795,0.0070917618562739,0.8843495572700346,0.806575383330609,0.0156319566546178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004225872906872386
2023-11-21,AAPL,Technology,189.27,189.38,187.62,188.51,38134500,yfinance,-0.0042258729068723,0.0171037013057082,0.1006597769603547,1.2849138455832938,0.8439687114038683,0.0062012838846809,0.8212284613958232,0.6646724778412005,0.0148267996392764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003501140523049157
2023-11-22,AAPL,Technology,189.35,190.77,188.69,189.17,39617700,yfinance,0.0035011405230491,0.0175353665752244,0.1196141098484846,1.2362707076400017,0.8228971962616808,0.0053573944243616,0.8090676769100004,0.701242848991896,0.0142086860646886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007030713115187314
2023-11-24,AAPL,Technology,188.73,188.76,187.13,187.84,24048300,yfinance,-0.0070307131151873,0.0013326936403859,0.1398058252427183,0.9913811476727462,0.8070577451879001,0.0039823060076777,0.7478452869181867,0.4439613344187309,0.0134993307374056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009050255536627764
2023-11-27,AAPL,Technology,187.79,188.54,186.79,187.67,40552600,yfinance,-0.0009050255536627,0.0005331342965293,0.1297254996388153,0.8994685353071543,0.7746913580246897,0.0026641634345673,0.7248671338267885,0.761261965641973,0.0129672906088955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031971012948261456
2023-11-28,AAPL,Technology,187.66,188.94,187.28,188.27,38415400,yfinance,0.0031971012948261,-0.0054936347789339,0.1195884871550905,0.9214183097369572,0.7494279176201357,0.0017199806415738,0.7303545774342393,0.7298527865304948,0.0122544370167464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0054177511021405965
2023-11-29,AAPL,Technology,188.76,189.94,186.85,187.25,43014200,yfinance,-0.0054177511021406,-0.0066839955440028,0.1103534155597723,0.6987264515375592,0.6903669724770626,0.0005224528838454,0.6746816128843897,0.8186497651631449,0.0127980164028228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003044058744993288
2023-11-30,AAPL,Technology,187.72,188.19,186.08,187.82,48794400,yfinance,0.0030440587449933,-0.0071364381244383,0.0932479627473805,0.7472589777591377,0.7193382772390177,-0.0002465117072479,0.6868147444397847,0.9359090537247556,0.0126945251532622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006815035672452354
2023-12-01,AAPL,Technology,188.2,189.42,187.11,189.1,45704800,yfinance,0.0068150356724523,0.0067078364565587,0.0784145993726832,0.949073538147256,0.663704716336294,-0.0004555668312867,0.7372683845368143,0.9040728159118304,0.0118380297650524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009465891062929626
2023-12-04,AAPL,Technology,187.85,187.92,185.35,187.31,43389500,yfinance,-0.0094658910629296,-0.0019182607768954,0.0737789497821601,0.4627775373946691,0.6543126684636116,-0.0013574772022566,0.6156943843486672,0.8903633828452763,0.0125574868247442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021088035876354647
2023-12-05,AAPL,Technology,188.08,192.22,188.05,191.26,66628400,yfinance,0.0210880358763545,0.0158814468582353,0.0806260240691563,1.5335788422575756,0.6829419035846717,-0.0006644549340252,0.8833947105643946,1.363332832361793,0.0129106227872305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005699048415769128
2023-12-06,AAPL,Technology,192.27,192.58,189.96,190.17,41089700,yfinance,-0.0056990484157691,0.0155941255006675,0.0591478696741853,1.1358610573156718,0.6275449101796401,-0.0007510350155608,0.7839652643289186,0.8668769774654644,0.0132024729753077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010148814218856848
2023-12-07,AAPL,Technology,191.46,192.82,191.42,192.1,47477700,yfinance,0.0101488142188568,0.0227877755297625,0.0636177398815125,1.7059754030417655,0.6330383480825952,-0.0002825001767626,0.926493850760441,1.0036176800849608,0.0129731538633152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007391983342009453
2023-12-08,AAPL,Technology,192.03,193.8,191.5,193.52,53406400,yfinance,0.0073919833420095,0.0233738762559492,0.0743352023538557,2.1859684056504305,0.6621253405994552,0.0003234464249917,1.0464921014126072,1.1293690533500549,0.0130662020905923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01291856138900372
2023-12-11,AAPL,Technology,190.95,191.32,189.28,191.02,60943700,yfinance,-0.0129185613890037,0.0198067374939938,0.0364060550160056,1.0731189198065445,0.5447409733124019,-0.000310112033756,0.768279729951636,1.295868823680257,0.0140037692388231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007904931420793586
2023-12-12,AAPL,Technology,190.92,192.54,189.57,192.53,52696900,yfinance,0.0079049314207935,0.0066401756770888,0.0536310403327313,1.6691108437940976,0.601412714429869,-0.0003544695258763,0.9172777109485238,1.1098128602233783,0.0143428482388644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016672726328364453
2023-12-13,AAPL,Technology,192.91,195.78,192.67,195.74,70404200,yfinance,0.0166727263283643,0.0292895830046802,0.0561130894572137,2.567984922280531,0.6468484577559234,0.0005240541319654,1.1419962305701346,1.46683117530337,0.0144689018961012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000766322672933367
2023-12-14,AAPL,Technology,195.8,197.39,193.96,195.89,66831600,yfinance,0.0007663226729333,0.0197293076522644,0.0536818890861168,2.216936902216132,0.6899480887210941,0.0009272943726058,1.054234225554034,1.3737356379665293,0.0149646667590411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002705600081678354
2023-12-15,AAPL,Technology,195.32,196.18,194.8,195.36,128538400,yfinance,-0.0027056000816783,0.0095080611823068,0.0414201183431952,1.751939738509113,0.6784222737819033,0.0007946958777833,0.9379849346272786,2.455093331571033,0.0148699836199836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008497133497133625
2023-12-18,AAPL,Technology,193.9,194.43,192.21,193.7,55751900,yfinance,-0.0084971334971336,0.0140299445084284,0.0326811323772457,1.0570174956152845,0.6200796107916847,-4.301387722234309e-05,0.7642543739038214,1.0599770672508289,0.0155468692381443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005369127516778629
2023-12-19,AAPL,Technology,193.96,194.75,193.7,194.74,40714100,yfinance,0.0053691275167786,0.0114787305874408,0.0286831123553958,1.2754017732872305,0.6654882898806895,-0.0003953986393655,0.8188504433218078,0.7783573820460918,0.0147155914846168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010732258395809815
2023-12-20,AAPL,Technology,194.7,195.47,192.65,192.65,52242800,yfinance,-0.0107322583958098,-0.0157862470624298,0.0219616996445812,0.5083784836599374,0.6000000000000003,-0.001464578313429,0.6270946209149844,0.9854689785842696,0.015138482073338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007786140669608393
2023-12-21,AAPL,Technology,193.91,194.87,191.33,192.5,46482500,yfinance,-0.0007786140669608,-0.0173056307111133,0.0176032140402813,0.4038697734481923,0.5738488271068637,-0.0022734714227678,0.6009674433620483,0.8711705021190064,0.0156066790352504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005558441558441523
2023-12-22,AAPL,Technology,193.0,193.22,190.81,191.43,37149600,yfinance,-0.0055584415584415,-0.0201167076167076,0.019112010221465,-0.0254873816331103,0.5923766816143498,-0.0031947651746774,0.4936281545917224,0.6878098417668553,0.0151939164633099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028208744710861433
2023-12-26,AAPL,Technology,191.44,191.72,190.67,190.89,28919300,yfinance,-0.0028208744710861,-0.0145069695405265,0.0171577769488997,-0.2893335795074634,0.4902064584436209,-0.0039432468473669,0.4276666051231342,0.5412581280755908,0.0137925357161566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000523861910000643
2023-12-27,AAPL,Technology,190.34,191.33,188.95,190.99,48087700,yfinance,0.0005238619100005,-0.0192564444900893,0.0144473362723747,-0.3157340208813199,0.5229050279329613,-0.0043110937946855,0.4210664947796699,0.8919435412983676,0.0136955562370505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021990680140320826
2023-12-28,AAPL,Technology,191.97,192.48,191.01,191.41,34049900,yfinance,0.002199068014032,-0.0064365429535427,0.0222162883845127,-0.2546490542548947,0.4789505796217208,-0.0043040248723775,0.4363377364362762,0.636861284004027,0.0132326270459074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005381119063789777
2023-12-29,AAPL,Technology,191.73,192.22,189.58,190.38,42672100,yfinance,-0.0053811190637897,-0.011012987012987,0.0136300713449046,-0.807012213094363,0.4018749999999997,-0.0045746930814091,0.2982469467264089,0.802724878882358,0.0134317830504404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03582309066078366
2024-01-02,AAPL,Technology,185.06,186.33,181.83,183.56,82488700,yfinance,-0.0358230906607837,-0.0411116334952724,-0.0292966684294023,-2.9585780005614226,0.3164370078740157,-0.0071492131487314,-0.2396445001403562,1.4998421313548949,0.0156079755938112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007463499673131426
2024-01-03,AAPL,Technology,182.16,183.8,181.38,182.19,58414500,yfinance,-0.0074634996731314,-0.0455759861700455,-0.0273343654903636,-2.782684731406323,0.2438057482656098,-0.0089295942231604,-0.1956711828515795,1.047803025336279,0.015509711212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012733959053735075
2024-01-04,AAPL,Technology,180.11,181.04,178.86,179.87,71983600,yfinance,-0.012733959053735,-0.0582229436096131,-0.0595524417023946,-2.6316188248441525,0.0886469673405913,-0.0105765530075396,-0.1579047062110387,1.2850252506972628,0.0157415276112112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004002890976816584
2024-01-05,AAPL,Technology,179.95,180.71,178.15,179.15,62379700,yfinance,-0.0040028909768166,-0.0640509900214199,-0.0579481516537834,-2.2795226681476266,0.0785498489425995,-0.0113455887134543,-0.0698806670369071,1.0928130901348267,0.0154579163510226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024169690203739793
2024-01-08,AAPL,Technology,180.05,183.52,179.47,183.48,59144500,yfinance,0.0241696902037398,-0.0362433028679483,-0.04487246225924,-1.268100891224745,0.2489433643279797,-0.0094717325492611,0.1829747771938137,1.0256549433145057,0.0162571241707932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022345759755831515
2024-01-09,AAPL,Technology,181.86,183.08,180.68,183.07,42841800,yfinance,-0.0022345759755831,-0.00266942689039,-0.0539995866060356,-1.211654076593333,0.2628290941543957,-0.0081437817386381,0.1970864808516663,0.7498099957339284,0.0161569735230083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005680887092369151
2024-01-10,AAPL,Technology,182.29,184.31,181.86,184.11,46792900,yfinance,0.0056808870923692,0.0105384488720567,-0.0361742225944926,-0.9316197981646446,0.2628290941543957,-0.006467875741555,0.2670950504588385,0.8292300449757205,0.0166088596103261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032589212970507994
2024-01-11,AAPL,Technology,184.45,184.96,181.56,183.51,49128400,yfinance,-0.0032589212970508,0.0202368377161281,-0.0468498415831299,-0.945608071300446,0.2815487571701723,-0.0053137205845838,0.2635979821748887,0.8733796484359098,0.0168889200277135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017982671244074575
