date,ticker,sector,open,high,low,close,volume,source,return_1d,return_5d,return_20d,close_norm_20d,rsi_14_norm,macd_diff_norm,bb_pband,volume_ratio_20d,atr_norm
2024-07-25,UNH,Healthcare,540.27,547.85,536.98,538.04,3102900,yfinance,-0.0001115034380227975,-0.008257760082577614,0.15627954955729395,1.1517475448344359,0.8230495123780938,0.007792084950316231,0.7879368862086094,0.5845137481951167,0.024415338211710224
2024-07-26,UNH,Healthcare,538.34,556.73,538.34,547.69,3201900,yfinance,0.017935469481823008,0.007764918026754053,0.1712037294442188,1.3222104407838715,0.8359273106686369,0.007052620418379104,0.8305526101959679,0.601972357663966,0.02545626697062729
2024-07-29,UNH,Healthcare,543.83,549.25,540.04,544.83,2965000,yfinance,-0.005221932114882533,0.014713277335965724,0.1128745633923649,1.1112623020437022,0.8113879003558712,0.005762103601270592,0.7778155755109255,0.6846697478729632,0.025623982316895715
2024-07-30,UNH,Healthcare,544.98,557.02,544.1,554.04,4139100,yfinance,0.016904355487032507,0.038987341772151796,0.16512449528936735,1.2635821687684023,0.8125754700707255,0.005361523911939431,0.8158955421921006,0.960046203571731,0.02545329372814754
2024-07-31,UNH,Healthcare,543.57,558.44,540.57,553.88,4713200,yfinance,-0.0002887878131542232,0.02932540419996288,0.1563981042654028,1.1376804110496395,0.8059569187128796,0.004609730083361864,0.7844201027624097,1.0757255361566982,0.026396898760948743
2024-08-01,UNH,Healthcare,554.88,564.78,545.17,550.62,3680800,yfinance,-0.005885751426301655,0.023381161251951665,0.16919352783794106,0.9437827540423755,0.7696253549509935,0.0032663311647136367,0.7359456885105939,0.8264969422891459,0.027707726874121125
2024-08-02,UNH,Healthcare,559.81,568.66,553.0,567.02,5094000,yfinance,0.029784606443645334,0.035293688035202164,0.20863708061559438,1.3563688276165895,0.7936494913029205,0.00374304035557236,0.8390922069041475,1.1236983661814,0.026842086698881874
2024-08-05,UNH,Healthcare,559.61,564.13,544.84,547.92,4587400,yfinance,-0.03368487884025262,0.005671493860470056,0.16474639683686898,0.646276581769306,0.5932156646442358,0.0015238620143667484,0.6615691454423266,0.9994150435122661,0.026339872348413736
2024-08-06,UNH,Healthcare,546.24,555.19,540.78,546.37,3216500,yfinance,-0.002828880128485811,-0.01384376579308344,0.15492094360361897,0.5156019884700254,0.4727147133317983,-0.0005066399539183754,0.6289004971175061,0.6995326299947586,0.02518832083961942
2024-08-07,UNH,Healthcare,544.7,549.54,535.49,544.19,4320700,yfinance,-0.003989970166736745,-0.017494764208853764,0.1300564830966029,0.3403823275620762,0.510379117464264,-0.00231495506605391,0.585095581890519,0.9282615210925071,0.024600126531437293
